"","Subject","Activity","CalcType","Domain","AccelType","Device","Magnitude","Jerk","Axis","Value"
"574",8,"WALKING_UPSTAIRS","STD","Freq",NA,"Gyroscope",TRUE,TRUE,NA,-0.66696583021978
"575",8,"WALKING_UPSTAIRS","STD","Time","Body","Accelerometer",FALSE,FALSE,"X",-0.225029736445055
"576",8,"WALKING_UPSTAIRS","STD","Time","Body","Accelerometer",FALSE,FALSE,"Y",0.0714727883686813
"577",8,"WALKING_UPSTAIRS","STD","Time","Body","Accelerometer",FALSE,FALSE,"Z",-0.262371175175275
"578",8,"WALKING_UPSTAIRS","STD","Time","Body","Accelerometer",FALSE,TRUE,"X",-0.363485911472527
"579",8,"WALKING_UPSTAIRS","STD","Time","Body","Accelerometer",FALSE,TRUE,"Y",-0.238095859878571
"580",8,"WALKING_UPSTAIRS","STD","Time","Body","Accelerometer",FALSE,TRUE,"Z",-0.691208221373626
"581",8,"WALKING_UPSTAIRS","STD","Time","Body","Accelerometer",TRUE,FALSE,NA,-0.253956436884615
"582",8,"WALKING_UPSTAIRS","STD","Time","Body","Accelerometer",TRUE,TRUE,NA,-0.393816351956044
"583",8,"WALKING_UPSTAIRS","STD","Time","Gravity","Accelerometer",FALSE,FALSE,"X",-0.952258482417582
"584",8,"WALKING_UPSTAIRS","STD","Time","Gravity","Accelerometer",FALSE,FALSE,"Y",-0.919691192472528
"585",8,"WALKING_UPSTAIRS","STD","Time","Gravity","Accelerometer",FALSE,FALSE,"Z",-0.914107349120879
"586",8,"WALKING_UPSTAIRS","STD","Time","Gravity","Accelerometer",TRUE,FALSE,NA,-0.253956436884615
"587",8,"WALKING_UPSTAIRS","STD","Time",NA,"Gyroscope",FALSE,FALSE,"X",-0.470072080159341
"588",8,"WALKING_UPSTAIRS","STD","Time",NA,"Gyroscope",FALSE,FALSE,"Y",-0.35609420795989
"589",8,"WALKING_UPSTAIRS","STD","Time",NA,"Gyroscope",FALSE,FALSE,"Z",-0.404033592769231
"590",8,"WALKING_UPSTAIRS","STD","Time",NA,"Gyroscope",FALSE,TRUE,"X",-0.469686709269231
"591",8,"WALKING_UPSTAIRS","STD","Time",NA,"Gyroscope",FALSE,TRUE,"Y",-0.669183890769231
"592",8,"WALKING_UPSTAIRS","STD","Time",NA,"Gyroscope",FALSE,TRUE,"Z",-0.469002008725275
"593",8,"WALKING_UPSTAIRS","STD","Time",NA,"Gyroscope",TRUE,FALSE,NA,-0.308380054608791
"594",8,"WALKING_UPSTAIRS","STD","Time",NA,"Gyroscope",TRUE,TRUE,NA,-0.639928890879121
"595",9,"STANDING","Mean","Freq","Body","Accelerometer",FALSE,FALSE,"X",-0.466894412104392
"596",9,"STANDING","Mean","Freq","Body","Accelerometer",FALSE,FALSE,"Y",-0.495558582496354
"597",9,"STANDING","Mean","Freq","Body","Accelerometer",FALSE,FALSE,"Z",-0.459759682183524
"598",9,"STANDING","Mean","Freq","Body","Accelerometer",FALSE,TRUE,"X",-0.382920846307674
"599",9,"STANDING","Mean","Freq","Body","Accelerometer",FALSE,TRUE,"Y",-0.561954462029861
"600",9,"STANDING","Mean","Freq","Body","Accelerometer",FALSE,TRUE,"Z",-0.48128690015651
"601",9,"STANDING","Mean","Freq","Body","Accelerometer",TRUE,FALSE,NA,-0.454617307616146
"602",9,"STANDING","Mean","Freq","Body","Accelerometer",TRUE,TRUE,NA,-0.372472621206076
"603",9,"STANDING","Mean","Freq",NA,"Gyroscope",FALSE,FALSE,"X",-0.598306816532031
"604",9,"STANDING","Mean","Freq",NA,"Gyroscope",FALSE,FALSE,"Y",-0.594636147958733
"605",9,"STANDING","Mean","Freq",NA,"Gyroscope",FALSE,FALSE,"Z",-0.536652839978106
"606",9,"STANDING","Mean","Freq",NA,"Gyroscope",TRUE,FALSE,NA,-0.577291751109028
"607",9,"STANDING","Mean","Freq",NA,"Gyroscope",TRUE,TRUE,NA,-0.462273320063351
"608",9,"STANDING","Mean","Time","Body","Accelerometer",FALSE,FALSE,"X",0.276963759618056
"609",9,"STANDING","Mean","Time","Body","Accelerometer",FALSE,FALSE,"Y",-0.0174322922023611
"610",9,"STANDING","Mean","Time","Body","Accelerometer",FALSE,FALSE,"Z",-0.107860790409722
"611",9,"STANDING","Mean","Time","Body","Accelerometer",FALSE,TRUE,"X",0.0763165803298611
"612",9,"STANDING","Mean","Time","Body","Accelerometer",FALSE,TRUE,"Y",0.0107091358856076
"613",9,"STANDING","Mean","Time","Body","Accelerometer",FALSE,TRUE,"Z",-0.00378375739960764
"614",9,"STANDING","Mean","Time","Body","Accelerometer",TRUE,FALSE,NA,-0.954588599131944
"615",9,"STANDING","Mean","Time","Body","Accelerometer",TRUE,TRUE,NA,-0.974600383159722
"616",9,"STANDING","Mean","Time","Gravity","Accelerometer",FALSE,FALSE,"X",0.949428234722222
"617",9,"STANDING","Mean","Time","Gravity","Accelerometer",FALSE,FALSE,"Y",-0.186638139045139
"618",9,"STANDING","Mean","Time","Gravity","Accelerometer",FALSE,FALSE,"Z",-0.0130560882384028
"619",9,"STANDING","Mean","Time","Gravity","Accelerometer",TRUE,FALSE,NA,-0.954588599131944
"620",9,"STANDING","Mean","Time",NA,"Gyroscope",FALSE,FALSE,"X",-0.0274088668063194
"621",9,"STANDING","Mean","Time",NA,"Gyroscope",FALSE,FALSE,"Y",-0.0744833266045486
"622",9,"STANDING","Mean","Time",NA,"Gyroscope",FALSE,FALSE,"Z",0.0847174595652778
"623",9,"STANDING","Mean","Time",NA,"Gyroscope",FALSE,TRUE,"X",-0.100078344151042
"624",9,"STANDING","Mean","Time",NA,"Gyroscope",FALSE,TRUE,"Y",-0.0407210122923611
"625",9,"STANDING","Mean","Time",NA,"Gyroscope",FALSE,TRUE,"Z",-0.0530506590625
"626",9,"STANDING","Mean","Time",NA,"Gyroscope",TRUE,FALSE,NA,-0.930144931666667
"627",9,"STANDING","Mean","Time",NA,"Gyroscope",TRUE,TRUE,NA,-0.974618402604167
"628",9,"STANDING","STD","Freq","Body","Accelerometer",FALSE,FALSE,"X",-0.985699593020833
"629",9,"STANDING","STD","Freq","Body","Accelerometer",FALSE,FALSE,"Y",-0.927998410451389
"630",9,"STANDING","STD","Freq","Body","Accelerometer",FALSE,FALSE,"Z",-0.939395733541667
"631",9,"STANDING","STD","Freq","Body","Accelerometer",FALSE,TRUE,"X",-0.979180218715278
"632",9,"STANDING","STD","Freq","Body","Accelerometer",FALSE,TRUE,"Y",-0.962604934861111
"633",9,"STANDING","STD","Freq","Body","Accelerometer",FALSE,TRUE,"Z",-0.981174515416667
"634",9,"STANDING","STD","Freq","Body","Accelerometer",TRUE,FALSE,NA,-0.953014547638889
"635",9,"STANDING","STD","Freq","Body","Accelerometer",TRUE,TRUE,NA,-0.967117418402778
"636",9,"STANDING","STD","Freq",NA,"Gyroscope",FALSE,FALSE,"X",-0.930915988888889
"637",9,"STANDING","STD","Freq",NA,"Gyroscope",FALSE,FALSE,"Y",-0.956080787256944
"638",9,"STANDING","STD","Freq",NA,"Gyroscope",FALSE,FALSE,"Z",-0.958527417013889
"639",9,"STANDING","STD","Freq",NA,"Gyroscope",TRUE,FALSE,NA,-0.915481286041667
"640",9,"STANDING","STD","Freq",NA,"Gyroscope",TRUE,TRUE,NA,-0.968219001215278
"641",9,"STANDING","STD","Time","Body","Accelerometer",FALSE,FALSE,"X",-0.9837217409375
"642",9,"STANDING","STD","Time","Body","Accelerometer",FALSE,FALSE,"Y",-0.928963391527778
"643",9,"STANDING","STD","Time","Body","Accelerometer",FALSE,FALSE,"Z",-0.943503447142361
"644",9,"STANDING","STD","Time","Body","Accelerometer",FALSE,TRUE,"X",-0.976957297569444
"645",9,"STANDING","STD","Time","Body","Accelerometer",FALSE,TRUE,"Y",-0.959600671284722
"646",9,"STANDING","STD","Time","Body","Accelerometer",FALSE,TRUE,"Z",-0.978765538298611
"647",9,"STANDING","STD","Time","Body","Accelerometer",TRUE,FALSE,NA,-0.948878284791667
"648",9,"STANDING","STD","Time","Body","Accelerometer",TRUE,TRUE,NA,-0.967253338090278
"649",9,"STANDING","STD","Time","Gravity","Accelerometer",FALSE,FALSE,"X",-0.9901326465625
"650",9,"STANDING","STD","Time","Gravity","Accelerometer",FALSE,FALSE,"Y",-0.972630281979167
"651",9,"STANDING","STD","Time","Gravity","Accelerometer",FALSE,FALSE,"Z",-0.961016182118056
"652",9,"STANDING","STD","Time","Gravity","Accelerometer",TRUE,FALSE,NA,-0.948878284791667
"653",9,"STANDING","STD","Time",NA,"Gyroscope",FALSE,FALSE,"X",-0.929397010277778
"654",9,"STANDING","STD","Time",NA,"Gyroscope",FALSE,FALSE,"Y",-0.957588543020833
"655",9,"STANDING","STD","Time",NA,"Gyroscope",FALSE,FALSE,"Z",-0.954703571145833
"656",9,"STANDING","STD","Time",NA,"Gyroscope",FALSE,TRUE,"X",-0.959773887986111
"657",9,"STANDING","STD","Time",NA,"Gyroscope",FALSE,TRUE,"Y",-0.977200576076389
"658",9,"STANDING","STD","Time",NA,"Gyroscope",FALSE,TRUE,"Z",-0.974521939652778
"659",9,"STANDING","STD","Time",NA,"Gyroscope",TRUE,FALSE,NA,-0.914272803055556
"660",9,"STANDING","STD","Time",NA,"Gyroscope",TRUE,TRUE,NA,-0.967608441944444
"661",10,"LAYING","Mean","Freq","Body","Accelerometer",FALSE,FALSE,"X",-0.542258103345202
"662",10,"LAYING","Mean","Freq","Body","Accelerometer",FALSE,FALSE,"Y",-0.325553261989141
"663",10,"LAYING","Mean","Freq","Body","Accelerometer",FALSE,FALSE,"Z",-0.391920646167929
"664",10,"LAYING","Mean","Freq","Body","Accelerometer",FALSE,TRUE,"X",-0.408721893730303
"665",10,"LAYING","Mean","Freq","Body","Accelerometer",FALSE,TRUE,"Y",-0.452328159181818
"666",10,"LAYING","Mean","Freq","Body","Accelerometer",FALSE,TRUE,"Z",-0.456864743944949
"667",10,"LAYING","Mean","Freq","Body","Accelerometer",TRUE,FALSE,NA,-0.362184883298232
"668",10,"LAYING","Mean","Freq","Body","Accelerometer",TRUE,TRUE,NA,-0.364290928317424
"669",10,"LAYING","Mean","Freq",NA,"Gyroscope",FALSE,FALSE,"X",-0.480035569102778
"670",10,"LAYING","Mean","Freq",NA,"Gyroscope",FALSE,FALSE,"Y",-0.482405729197475
"671",10,"LAYING","Mean","Freq",NA,"Gyroscope",FALSE,FALSE,"Z",-0.442581327607753
"672",10,"LAYING","Mean","Freq",NA,"Gyroscope",TRUE,FALSE,NA,-0.466901241429545
"673",10,"LAYING","Mean","Freq",NA,"Gyroscope",TRUE,TRUE,NA,-0.425992590857828
"674",10,"LAYING","Mean","Time","Body","Accelerometer",FALSE,FALSE,"X",0.253808780479798
"675",10,"LAYING","Mean","Time","Body","Accelerometer",FALSE,FALSE,"Y",-0.0220517028331818
"676",10,"LAYING","Mean","Time","Body","Accelerometer",FALSE,FALSE,"Z",-0.112355707133333
"677",10,"LAYING","Mean","Time","Body","Accelerometer",FALSE,TRUE,"X",0.0856714571515152
"678",10,"LAYING","Mean","Time","Body","Accelerometer",FALSE,TRUE,"Y",0.00582188049090909
"679",10,"LAYING","Mean","Time","Body","Accelerometer",FALSE,TRUE,"Z",0.00110595666984596
"680",10,"LAYING","Mean","Time","Body","Accelerometer",TRUE,FALSE,NA,-0.925677858040404
"681",10,"LAYING","Mean","Time","Body","Accelerometer",TRUE,TRUE,NA,-0.967714395353535
"682",10,"LAYING","Mean","Time","Gravity","Accelerometer",FALSE,FALSE,"X",-0.34394300769697
"683",10,"LAYING","Mean","Time","Gravity","Accelerometer",FALSE,FALSE,"Y",0.855516589459596
"684",10,"LAYING","Mean","Time","Gravity","Accelerometer",FALSE,FALSE,"Z",0.360640824389899
"685",10,"LAYING","Mean","Time","Gravity","Accelerometer",TRUE,FALSE,NA,-0.925677858040404
"686",10,"LAYING","Mean","Time",NA,"Gyroscope",FALSE,FALSE,"X",-0.0162267933593939
"687",10,"LAYING","Mean","Time",NA,"Gyroscope",FALSE,FALSE,"Y",-0.0794023242727273
"688",10,"LAYING","Mean","Time",NA,"Gyroscope",FALSE,FALSE,"Z",0.158907225247475
"689",10,"LAYING","Mean","Time",NA,"Gyroscope",FALSE,TRUE,"X",-0.105065765634343
"690",10,"LAYING","Mean","Time",NA,"Gyroscope",FALSE,TRUE,"Y",-0.0408992009654545
"691",10,"LAYING","Mean","Time",NA,"Gyroscope",FALSE,TRUE,"Z",-0.0712186248939394
"692",10,"LAYING","Mean","Time",NA,"Gyroscope",TRUE,FALSE,NA,-0.920487634090909
"693",10,"LAYING","Mean","Time",NA,"Gyroscope",TRUE,TRUE,NA,-0.974303163585859
"694",10,"LAYING","STD","Freq","Body","Accelerometer",FALSE,FALSE,"X",-0.95173193845101
"695",10,"LAYING","STD","Freq","Body","Accelerometer",FALSE,FALSE,"Y",-0.923398155358586
"696",10,"LAYING","STD","Freq","Body","Accelerometer",FALSE,FALSE,"Z",-0.918484362181818
"697",10,"LAYING","STD","Freq","Body","Accelerometer",FALSE,TRUE,"X",-0.975448796969697
"698",10,"LAYING","STD","Freq","Body","Accelerometer",FALSE,TRUE,"Y",-0.951399731565657
"699",10,"LAYING","STD","Freq","Body","Accelerometer",FALSE,TRUE,"Z",-0.974596657020202
"700",10,"LAYING","STD","Freq","Body","Accelerometer",TRUE,FALSE,NA,-0.907957102676768
"701",10,"LAYING","STD","Freq","Body","Accelerometer",TRUE,TRUE,NA,-0.956524391868687
"702",10,"LAYING","STD","Freq",NA,"Gyroscope",FALSE,FALSE,"X",-0.950431546414141
"703",10,"LAYING","STD","Freq",NA,"Gyroscope",FALSE,FALSE,"Y",-0.964306642929293
"704",10,"LAYING","STD","Freq",NA,"Gyroscope",FALSE,FALSE,"Z",-0.948012094292929
"705",10,"LAYING","STD","Freq",NA,"Gyroscope",TRUE,FALSE,NA,-0.916808613707071
"706",10,"LAYING","STD","Freq",NA,"Gyroscope",TRUE,TRUE,NA,-0.964413561010101
"707",10,"LAYING","STD","Time","Body","Accelerometer",FALSE,FALSE,"X",-0.952855306449495
"708",10,"LAYING","STD","Time","Body","Accelerometer",FALSE,FALSE,"Y",-0.921731752853535
"709",10,"LAYING","STD","Time","Body","Accelerometer",FALSE,FALSE,"Z",-0.922707752582828
"710",10,"LAYING","STD","Time","Body","Accelerometer",FALSE,TRUE,"X",-0.972218711363636
"711",10,"LAYING","STD","Time","Body","Accelerometer",FALSE,TRUE,"Y",-0.947864036565657
"712",10,"LAYING","STD","Time","Body","Accelerometer",FALSE,TRUE,"Z",-0.971681861010101
"713",10,"LAYING","STD","Time","Body","Accelerometer",TRUE,FALSE,NA,-0.90303731900505
"714",10,"LAYING","STD","Time","Body","Accelerometer",TRUE,TRUE,NA,-0.958407508484848
"715",10,"LAYING","STD","Time","Gravity","Accelerometer",FALSE,FALSE,"X",-0.928036345909091
"716",10,"LAYING","STD","Time","Gravity","Accelerometer",FALSE,FALSE,"Y",-0.957151193474747
"717",10,"LAYING","STD","Time","Gravity","Accelerometer",FALSE,FALSE,"Z",-0.931820292883838
"718",10,"LAYING","STD","Time","Gravity","Accelerometer",TRUE,FALSE,NA,-0.90303731900505
"719",10,"LAYING","STD","Time",NA,"Gyroscope",FALSE,FALSE,"X",-0.946167768439394
"720",10,"LAYING","STD","Time",NA,"Gyroscope",FALSE,FALSE,"Y",-0.963878538636364
"721",10,"LAYING","STD","Time",NA,"Gyroscope",FALSE,FALSE,"Z",-0.94230719459596
"722",10,"LAYING","STD","Time",NA,"Gyroscope",FALSE,TRUE,"X",-0.95768005010101
"723",10,"LAYING","STD","Time",NA,"Gyroscope",FALSE,TRUE,"Y",-0.975308056818182
"724",10,"LAYING","STD","Time",NA,"Gyroscope",FALSE,TRUE,"Z",-0.972561468787879
"725",10,"LAYING","STD","Time",NA,"Gyroscope",TRUE,FALSE,NA,-0.913339230444444
"726",10,"LAYING","STD","Time",NA,"Gyroscope",TRUE,TRUE,NA,-0.964972363030303
"727",10,"STANDING","Mean","Freq","Body","Accelerometer",FALSE,FALSE,"X",-0.478956802109375
"728",10,"STANDING","Mean","Freq","Body","Accelerometer",FALSE,FALSE,"Y",-0.526983020073437
"729",10,"STANDING","Mean","Freq","Body","Accelerometer",FALSE,FALSE,"Z",-0.471641516011458
"730",10,"STANDING","Mean","Freq","Body","Accelerometer",FALSE,TRUE,"X",-0.413069885190104
"731",10,"STANDING","Mean","Freq","Body","Accelerometer",FALSE,TRUE,"Y",-0.575051424135313
"732",10,"STANDING","Mean","Freq","Body","Accelerometer",FALSE,TRUE,"Z",-0.470650095767708
"733",10,"STANDING","Mean","Freq","Body","Accelerometer",TRUE,FALSE,NA,-0.507074585144844
"734",10,"STANDING","Mean","Freq","Body","Accelerometer",TRUE,TRUE,NA,-0.374169375261458
"735",10,"STANDING","Mean","Freq",NA,"Gyroscope",FALSE,FALSE,"X",-0.627792758686458
"736",10,"STANDING","Mean","Freq",NA,"Gyroscope",FALSE,FALSE,"Y",-0.561711245195833
"737",10,"STANDING","Mean","Freq",NA,"Gyroscope",FALSE,FALSE,"Z",-0.541105784966146
"738",10,"STANDING","Mean","Freq",NA,"Gyroscope",TRUE,FALSE,NA,-0.593600923828125
"739",10,"STANDING","Mean","Freq",NA,"Gyroscope",TRUE,TRUE,NA,-0.447063017358542
"740",10,"STANDING","Mean","Time","Body","Accelerometer",FALSE,FALSE,"X",0.281967178333333
"741",10,"STANDING","Mean","Time","Body","Accelerometer",FALSE,FALSE,"Y",-0.0134068538250833
"742",10,"STANDING","Mean","Time","Body","Accelerometer",FALSE,FALSE,"Z",-0.10449397584375
"743",10,"STANDING","Mean","Time","Body","Accelerometer",FALSE,TRUE,"X",0.075021816625
"744",10,"STANDING","Mean","Time","Body","Accelerometer",FALSE,TRUE,"Y",0.00951585672083333
"745",10,"STANDING","Mean","Time","Body","Accelerometer",FALSE,TRUE,"Z",-0.00467433097697917
"746",10,"STANDING","Mean","Time","Body","Accelerometer",TRUE,FALSE,NA,-0.942434113333333
"747",10,"STANDING","Mean","Time","Body","Accelerometer",TRUE,TRUE,NA,-0.97124767375
"748",10,"STANDING","Mean","Time","Gravity","Accelerometer",FALSE,FALSE,"X",0.935405422291667
"749",10,"STANDING","Mean","Time","Gravity","Accelerometer",FALSE,FALSE,"Y",-0.23118723953125
"750",10,"STANDING","Mean","Time","Gravity","Accelerometer",FALSE,FALSE,"Z",-0.0304950390253125
"751",10,"STANDING","Mean","Time","Gravity","Accelerometer",TRUE,FALSE,NA,-0.942434113333333
"752",10,"STANDING","Mean","Time",NA,"Gyroscope",FALSE,FALSE,"X",-0.0279246644301042
"753",10,"STANDING","Mean","Time",NA,"Gyroscope",FALSE,FALSE,"Y",-0.0703391305572917
"754",10,"STANDING","Mean","Time",NA,"Gyroscope",FALSE,FALSE,"Z",0.0754302294270833
"755",10,"STANDING","Mean","Time",NA,"Gyroscope",FALSE,TRUE,"X",-0.0991114299791667
"756",10,"STANDING","Mean","Time",NA,"Gyroscope",FALSE,TRUE,"Y",-0.0431454444916667
"757",10,"STANDING","Mean","Time",NA,"Gyroscope",FALSE,TRUE,"Z",-0.0511820031458333
"758",10,"STANDING","Mean","Time",NA,"Gyroscope",TRUE,FALSE,NA,-0.9293418096875
"759",10,"STANDING","Mean","Time",NA,"Gyroscope",TRUE,TRUE,NA,-0.9716857975
"760",10,"STANDING","STD","Freq","Body","Accelerometer",FALSE,FALSE,"X",-0.982030903333333
"761",10,"STANDING","STD","Freq","Body","Accelerometer",FALSE,FALSE,"Y",-0.918531543125
"762",10,"STANDING","STD","Freq","Body","Accelerometer",FALSE,FALSE,"Z",-0.919026585208333
"763",10,"STANDING","STD","Freq","Body","Accelerometer",FALSE,TRUE,"X",-0.975165669270833
"764",10,"STANDING","STD","Freq","Body","Accelerometer",FALSE,TRUE,"Y",-0.962166109583333
"765",10,"STANDING","STD","Freq","Body","Accelerometer",FALSE,TRUE,"Z",-0.974365419166667
"766",10,"STANDING","STD","Freq","Body","Accelerometer",TRUE,FALSE,NA,-0.938976745208333
"767",10,"STANDING","STD","Freq","Body","Accelerometer",TRUE,TRUE,NA,-0.96154734875
"768",10,"STANDING","STD","Freq",NA,"Gyroscope",FALSE,FALSE,"X",-0.934724462604167
"769",10,"STANDING","STD","Freq",NA,"Gyroscope",FALSE,FALSE,"Y",-0.938228955
"770",10,"STANDING","STD","Freq",NA,"Gyroscope",FALSE,FALSE,"Z",-0.956323044270833
"771",10,"STANDING","STD","Freq",NA,"Gyroscope",TRUE,FALSE,NA,-0.9094242165625
"772",10,"STANDING","STD","Freq",NA,"Gyroscope",TRUE,TRUE,NA,-0.961055426875
"773",10,"STANDING","STD","Time","Body","Accelerometer",FALSE,FALSE,"X",-0.980088911354167
"774",10,"STANDING","STD","Time","Body","Accelerometer",FALSE,FALSE,"Y",-0.920947405833333
"775",10,"STANDING","STD","Time","Body","Accelerometer",FALSE,FALSE,"Z",-0.9242061665625
"776",10,"STANDING","STD","Time","Body","Accelerometer",FALSE,TRUE,"X",-0.97328987125
"777",10,"STANDING","STD","Time","Body","Accelerometer",FALSE,TRUE,"Y",-0.959248785833333
"778",10,"STANDING","STD","Time","Body","Accelerometer",FALSE,TRUE,"Z",-0.971447968125
"779",10,"STANDING","STD","Time","Body","Accelerometer",TRUE,FALSE,NA,-0.935486961875
"780",10,"STANDING","STD","Time","Body","Accelerometer",TRUE,TRUE,NA,-0.962526199375
"781",10,"STANDING","STD","Time","Gravity","Accelerometer",FALSE,FALSE,"X",-0.987760958854167
"782",10,"STANDING","STD","Time","Gravity","Accelerometer",FALSE,FALSE,"Y",-0.966906078958333
"783",10,"STANDING","STD","Time","Gravity","Accelerometer",FALSE,FALSE,"Z",-0.943906825104167
"784",10,"STANDING","STD","Time","Gravity","Accelerometer",TRUE,FALSE,NA,-0.935486961875
"785",10,"STANDING","STD","Time",NA,"Gyroscope",FALSE,FALSE,"X",-0.933691781875
"786",10,"STANDING","STD","Time",NA,"Gyroscope",FALSE,FALSE,"Y",-0.940490718645833
"787",10,"STANDING","STD","Time",NA,"Gyroscope",FALSE,FALSE,"Z",-0.952234916666667
"788",10,"STANDING","STD","Time",NA,"Gyroscope",FALSE,TRUE,"X",-0.9635642890625
"789",10,"STANDING","STD","Time",NA,"Gyroscope",FALSE,TRUE,"Y",-0.967367678854167
"790",10,"STANDING","STD","Time",NA,"Gyroscope",FALSE,TRUE,"Z",-0.973686561041667
"791",10,"STANDING","STD","Time",NA,"Gyroscope",TRUE,FALSE,NA,-0.907538356770833
"792",10,"STANDING","STD","Time",NA,"Gyroscope",TRUE,TRUE,NA,-0.961586107083333
"793",11,"WALKING_UPSTAIRS","Mean","Freq","Body","Accelerometer",FALSE,FALSE,"X",-0.355499019528956
"794",11,"WALKING_UPSTAIRS","Mean","Freq","Body","Accelerometer",FALSE,FALSE,"Y",-0.14571996369212
"795",11,"WALKING_UPSTAIRS","Mean","Freq","Body","Accelerometer",FALSE,FALSE,"Z",-0.285922114080047
"796",11,"WALKING_UPSTAIRS","Mean","Freq","Body","Accelerometer",FALSE,TRUE,"X",-0.360166669821392
"797",11,"WALKING_UPSTAIRS","Mean","Freq","Body","Accelerometer",FALSE,TRUE,"Y",-0.401568073409335
"798",11,"WALKING_UPSTAIRS","Mean","Freq","Body","Accelerometer",FALSE,TRUE,"Z",-0.50780931688924
"799",11,"WALKING_UPSTAIRS","Mean","Freq","Body","Accelerometer",TRUE,FALSE,NA,-0.139804401287358
"800",11,"WALKING_UPSTAIRS","Mean","Freq","Body","Accelerometer",TRUE,TRUE,NA,-0.130379954339715
"801",11,"WALKING_UPSTAIRS","Mean","Freq",NA,"Gyroscope",FALSE,FALSE,"X",-0.326728528685285
"802",11,"WALKING_UPSTAIRS","Mean","Freq",NA,"Gyroscope",FALSE,FALSE,"Y",-0.355188806111155
"803",11,"WALKING_UPSTAIRS","Mean","Freq",NA,"Gyroscope",FALSE,FALSE,"Z",-0.276855875760285
"804",11,"WALKING_UPSTAIRS","Mean","Freq",NA,"Gyroscope",TRUE,FALSE,NA,-0.296559491542865
"805",11,"WALKING_UPSTAIRS","Mean","Freq",NA,"Gyroscope",TRUE,TRUE,NA,-0.264430200661408
"806",11,"WALKING_UPSTAIRS","Mean","Time","Body","Accelerometer",FALSE,FALSE,"X",0.261294208756329
"807",11,"WALKING_UPSTAIRS","Mean","Time","Body","Accelerometer",FALSE,FALSE,"Y",-0.0256093636514873
"808",11,"WALKING_UPSTAIRS","Mean","Time","Body","Accelerometer",FALSE,FALSE,"Z",-0.119524999063608
"809",11,"WALKING_UPSTAIRS","Mean","Time","Body","Accelerometer",FALSE,TRUE,"X",0.0769477008874051
"810",11,"WALKING_UPSTAIRS","Mean","Time","Body","Accelerometer",FALSE,TRUE,"Y",-0.00377871081829114
"811",11,"WALKING_UPSTAIRS","Mean","Time","Body","Accelerometer",FALSE,TRUE,"Z",-0.0059062147221519
"812",11,"WALKING_UPSTAIRS","Mean","Time","Body","Accelerometer",TRUE,FALSE,NA,-0.043043961688481
"813",11,"WALKING_UPSTAIRS","Mean","Time","Body","Accelerometer",TRUE,TRUE,NA,-0.351900464157595
"814",11,"WALKING_UPSTAIRS","Mean","Time","Gravity","Accelerometer",FALSE,FALSE,"X",0.837961486708861
"815",11,"WALKING_UPSTAIRS","Mean","Time","Gravity","Accelerometer",FALSE,FALSE,"Y",-0.289356989018987
"816",11,"WALKING_UPSTAIRS","Mean","Time","Gravity","Accelerometer",FALSE,FALSE,"Z",-0.188110038619937
"817",11,"WALKING_UPSTAIRS","Mean","Time","Gravity","Accelerometer",TRUE,FALSE,NA,-0.043043961688481
"818",11,"WALKING_UPSTAIRS","Mean","Time",NA,"Gyroscope",FALSE,FALSE,"X",0.0193554590502215
"819",11,"WALKING_UPSTAIRS","Mean","Time",NA,"Gyroscope",FALSE,FALSE,"Y",-0.0911457052022152
"820",11,"WALKING_UPSTAIRS","Mean","Time",NA,"Gyroscope",FALSE,FALSE,"Z",0.0348591998337342
"821",11,"WALKING_UPSTAIRS","Mean","Time",NA,"Gyroscope",FALSE,TRUE,"X",-0.112428170693386
"822",11,"WALKING_UPSTAIRS","Mean","Time",NA,"Gyroscope",FALSE,TRUE,"Y",-0.041487271372943
"823",11,"WALKING_UPSTAIRS","Mean","Time",NA,"Gyroscope",FALSE,TRUE,"Z",-0.0498377828976899
"824",11,"WALKING_UPSTAIRS","Mean","Time",NA,"Gyroscope",TRUE,FALSE,NA,-0.0757613354041139
"825",11,"WALKING_UPSTAIRS","Mean","Time",NA,"Gyroscope",TRUE,TRUE,NA,-0.572430543006646
"826",11,"WALKING_UPSTAIRS","STD","Freq","Body","Accelerometer",FALSE,FALSE,"X",-0.203608468621361
"827",11,"WALKING_UPSTAIRS","STD","Freq","Body","Accelerometer",FALSE,FALSE,"Y",0.0212122543136076
"828",11,"WALKING_UPSTAIRS","STD","Freq","Body","Accelerometer",FALSE,FALSE,"Z",-0.00100041257341772
"829",11,"WALKING_UPSTAIRS","STD","Freq","Body","Accelerometer",FALSE,TRUE,"X",-0.363136550523576
"830",11,"WALKING_UPSTAIRS","STD","Freq","Body","Accelerometer",FALSE,TRUE,"Y",-0.334139044423734
"831",11,"WALKING_UPSTAIRS","STD","Freq","Body","Accelerometer",FALSE,TRUE,"Z",-0.610498500822785
"832",11,"WALKING_UPSTAIRS","STD","Freq","Body","Accelerometer",TRUE,FALSE,NA,-0.320950543281646
"833",11,"WALKING_UPSTAIRS","STD","Freq","Body","Accelerometer",TRUE,TRUE,NA,-0.424405222133671
"834",11,"WALKING_UPSTAIRS","STD","Freq",NA,"Gyroscope",FALSE,FALSE,"X",-0.441198786351266
"835",11,"WALKING_UPSTAIRS","STD","Freq",NA,"Gyroscope",FALSE,FALSE,"Y",-0.14913891055981
